pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
62,Nunavut,Nunavut,2020-05-02,0,0,0.0,0,421.0,0.0,,10856.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-02,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,13.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-02,56703,11,3566.0,56714,866235.0,23801.0,41.97,23045.0,1653,3.0,150.88,9.49,175.0,6.29,29314.0,1050.0,51.75,29347.0,78.07,23360.0,62.15,2099.0,5.58,11360.0,30.22,1101.0,2.93,1623.0,4.32,157.0,0.42
59,British Columbia,Colombie-Britannique,2020-05-03,2171,0,114.0,2171,81061.0,1376.0,63.38,15984.0,0,0.0,42.81,2.25,0.0,5.25,3157.0,0.0,31.37,681.0,13.43,553.0,10.9,36.0,0.71,223.0,4.4,14.0,0.28,32.0,0.63,2.0,0.04
48,Alberta,Alberta,2020-05-03,5766,0,95.0,5766,152123.0,2713.0,47.05,34800.0,96,1.69,131.91,2.17,1.0,1.65,3366.0,179.0,51.3,2958.0,67.67,3204.0,73.3,44.0,1.01,1286.0,29.42,22.0,0.5,184.0,4.2,3.0,0.07
47,Saskatchewan,Saskatchewan,2020-05-03,433,0,6.0,433,29498.0,305.0,70.44,25116.0,12,2.85,36.87,0.51,0.0,1.39,651.0,3.0,28.18,122.0,10.39,118.0,10.05,2.0,0.17,80.0,6.81,2.0,0.17,11.0,0.97,0.0,0.02
46,Manitoba,Manitoba,2020-05-03,270,11,6.0,281,26253.0,237.0,84.34,19170.0,1,0.36,20.52,0.44,0.0,2.14,517.0,1.0,13.52,38.0,2.77,28.0,2.04,1.0,0.07,10.0,0.73,0.0,0.0,1.0,0.1,0.0,0.0
35,Ontario,Ontario,2020-05-03,17553,0,1216.0,17553,316796.0,12005.0,68.39,21748.0,434,2.54,120.5,8.35,40.0,6.93,16586.0,615.0,24.68,4332.0,29.74,6975.0,47.88,663.0,4.55,3121.0,21.43,381.0,2.62,446.0,3.06,54.0,0.37
24,Quebec,Québec,2020-05-03,31865,0,2205.0,31865,230864.0,7258.0,22.78,27209.0,2209,7.45,375.55,25.99,69.0,6.92,6033.0,293.0,70.3,22402.0,264.02,13508.0,159.2,1328.0,15.65,7758.0,91.43,690.0,8.13,1108.0,13.06,99.0,1.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-03,259,0,3.0,259,8819.0,232.0,89.58,16909.0,0,0.0,49.66,0.58,0.0,1.16,103.0,1.0,9.27,24.0,4.6,2.0,0.38,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-03,118,0,0.0,118,14559.0,118.0,100.0,18742.0,0,0.0,15.19,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-03,971,0,37.0,971,31192.0,624.0,64.26,32111.0,8,0.83,99.96,3.81,6.0,3.81,418.0,15.0,31.93,310.0,31.91,296.0,30.47,28.0,2.88,98.0,10.09,13.0,1.34,14.0,1.44,2.0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-03,27,0,0.0,27,3138.0,24.0,88.89,19994.0,0,0.0,17.2,0.0,0.0,0.0,52.0,0.0,11.11,3.0,1.91,1.0,0.64,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-05-03,11,0,0.0,11,1023.0,11.0,100.0,25040.0,0,0.0,26.93,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-03,5,0,0.0,5,1697.0,5.0,100.0,37857.0,0,0.0,11.15,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-03,0,0,0.0,0,421.0,0.0,,10856.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-03,13,0,0.0,13,76.0,13.0,100.0,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-03,59463,11,3682.0,59474,897444.0,24908.0,41.88,23875.0,2760,4.87,158.22,9.8,116.0,6.19,31209.0,1107.0,51.93,30884.0,82.16,24688.0,65.68,2102.0,5.59,12579.0,33.46,1122.0,2.98,1797.0,4.78,160.0,0.43
59,British Columbia,Colombie-Britannique,2020-05-04,2224,0,117.0,2224,82862.0,1417.0,63.71,16339.0,53,2.44,43.85,2.31,3.0,5.26,1801.0,41.0,31.03,690.0,13.61,525.0,10.35,31.0,0.61,226.0,4.46,14.0,0.28,32.0,0.64,2.0,0.04
48,Alberta,Alberta,2020-05-04,5836,0,104.0,5836,152123.0,2942.0,50.41,34800.0,70,1.21,133.51,2.38,9.0,1.78,0.0,229.0,47.81,2790.0,63.83,2928.0,66.98,45.0,1.03,1140.0,26.08,29.0,0.66,163.0,3.73,4.0,0.09
47,Saskatchewan,Saskatchewan,2020-05-04,467,0,6.0,467,30171.0,307.0,65.74,25689.0,34,7.85,39.76,0.51,0.0,1.28,673.0,2.0,32.98,154.0,13.11,151.0,12.86,2.0,0.17,102.0,8.68,1.0,0.09,15.0,1.24,0.0,0.01
46,Manitoba,Manitoba,2020-05-04,270,11,6.0,281,26857.0,238.0,84.7,19611.0,0,0.0,20.52,0.44,0.0,2.14,604.0,1.0,13.17,37.0,2.7,27.0,1.97,0.0,0.0,9.0,0.66,0.0,0.0,1.0,0.09,0.0,0.0
35,Ontario,Ontario,2020-05-04,17923,0,1300.0,17923,330875.0,12505.0,69.77,22715.0,370,2.11,123.04,8.92,84.0,7.25,14079.0,500.0,22.98,4118.0,28.27,6739.0,46.26,716.0,4.92,3067.0,21.06,408.0,2.8,438.0,3.01,58.0,0.4
24,Quebec,Québec,2020-05-04,32623,0,2280.0,32623,235136.0,7578.0,23.23,27712.0,758,2.38,384.48,26.87,75.0,6.99,4272.0,320.0,69.78,22765.0,268.3,13304.0,156.79,1341.0,15.8,7641.0,90.05,681.0,8.03,1092.0,12.86,97.0,1.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-04,259,0,3.0,259,8935.0,233.0,89.96,17132.0,0,0.0,49.66,0.58,0.0,1.16,116.0,1.0,8.88,23.0,4.41,2.0,0.38,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-04,118,0,0.0,118,14559.0,118.0,100.0,18742.0,0,0.0,15.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-04,985,0,38.0,985,31571.0,638.0,64.77,32501.0,14,1.44,101.4,3.91,1.0,3.86,379.0,14.0,31.37,309.0,31.81,264.0,27.18,29.0,2.99,85.0,8.75,14.0,1.44,12.0,1.25,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-04,27,0,0.0,27,3138.0,25.0,92.59,19994.0,0,0.0,17.2,0.0,0.0,0.0,0.0,1.0,7.41,2.0,1.27,1.0,0.64,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.09,0.0,0.0
60,Yukon,Yukon,2020-05-04,11,0,0.0,11,1023.0,11.0,100.0,25040.0,0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-04,5,0,0.0,5,1697.0,5.0,100.0,37857.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-04,0,0,0.0,0,421.0,0.0,,10856.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-04,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-04,60761,11,3854.0,60772,919368.0,26017.0,42.81,24458.0,1298,2.18,161.67,10.25,172.0,6.34,21924.0,1109.0,50.85,30901.0,82.21,23941.0,63.69,2164.0,5.76,12272.0,32.65,1147.0,3.05,1753.0,4.66,164.0,0.44
59,British Columbia,Colombie-Britannique,2020-05-05,2232,0,121.0,2232,84288.0,1472.0,65.95,16620.0,8,0.36,44.01,2.39,4.0,5.42,1426.0,55.0,28.63,639.0,12.6,508.0,10.02,34.0,0.67,179.0,3.53,16.0,0.32,26.0,0.5,2.0,0.05
48,Alberta,Alberta,2020-05-05,5893,0,106.0,5893,157137.0,3219.0,54.62,35947.0,57,0.98,134.81,2.42,2.0,1.8,5014.0,277.0,43.58,2568.0,58.75,2798.0,64.01,45.0,1.03,1043.0,23.86,26.0,0.59,149.0,3.41,4.0,0.08
47,Saskatchewan,Saskatchewan,2020-05-05,487,0,6.0,487,30664.0,310.0,63.66,26109.0,20,4.28,41.47,0.51,0.0,1.23,493.0,3.0,35.11,171.0,14.56,167.0,14.22,2.0,0.17,121.0,10.3,1.0,0.09,17.0,1.47,0.0,0.01
46,Manitoba,Manitoba,2020-05-05,271,11,7.0,282,27202.0,238.0,84.4,19863.0,1,0.36,20.59,0.51,1.0,2.48,345.0,0.0,13.12,37.0,2.7,27.0,1.97,1.0,0.07,10.0,0.73,1.0,0.07,1.0,0.1,0.0,0.01
35,Ontario,Ontario,2020-05-05,18310,0,1361.0,18310,341180.0,12779.0,69.79,23422.0,387,2.16,125.7,9.34,61.0,7.43,10305.0,274.0,22.77,4170.0,28.63,6575.0,45.14,739.0,5.07,2929.0,20.11,410.0,2.81,418.0,2.87,59.0,0.4
24,Quebec,Québec,2020-05-05,33417,0,2398.0,33417,239241.0,7923.0,23.71,28196.0,794,2.43,393.84,28.26,118.0,7.18,4105.0,345.0,69.11,23096.0,272.2,13291.0,156.64,1357.0,15.99,7660.0,90.28,716.0,8.44,1094.0,12.9,102.0,1.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-05,259,0,3.0,259,9127.0,241.0,93.05,17500.0,0,0.0,49.66,0.58,0.0,1.16,192.0,8.0,5.79,15.0,2.88,2.0,0.38,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-05,119,0,0.0,119,14982.0,118.0,99.16,19286.0,1,0.85,15.32,0.0,0.0,0.0,423.0,0.0,0.84,1.0,0.13,1.0,0.13,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.02,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-05,991,0,41.0,991,32146.0,652.0,65.79,33093.0,6,0.61,102.02,4.22,3.0,4.14,575.0,14.0,30.07,298.0,30.68,254.0,26.15,31.0,3.19,76.0,7.82,14.0,1.44,11.0,1.12,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-05,27,0,0.0,27,3341.0,25.0,92.59,21287.0,0,0.0,17.2,0.0,0.0,0.0,203.0,0.0,7.41,2.0,1.27,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-05-05,11,0,0.0,11,1028.0,11.0,100.0,25163.0,0,0.0,26.93,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-05,5,0,0.0,5,1698.0,5.0,100.0,37880.0,0,0.0,11.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-05,0,0,0.0,0,492.0,0.0,,12687.0,0,0.0,0.0,0.0,0.0,,71.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-05,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-05,62035,11,4043.0,62046,942602.0,26993.0,43.5,25076.0,1274,2.1,165.06,10.76,189.0,6.52,23234.0,976.0,49.98,31010.0,82.5,23624.0,62.85,2209.0,5.88,12020.0,31.98,1184.0,3.15,1717.0,4.57,169.0,0.45
59,British Columbia,Colombie-Britannique,2020-05-06,2255,0,124.0,2255,85812.0,1494.0,66.25,16921.0,23,1.03,44.47,2.45,3.0,5.5,1524.0,22.0,28.25,637.0,12.56,460.0,9.07,34.0,0.67,168.0,3.31,15.0,0.3,24.0,0.47,2.0,0.04
48,Alberta,Alberta,2020-05-06,5963,0,112.0,5963,160185.0,3552.0,59.57,36645.0,70,1.19,136.41,2.56,6.0,1.88,3048.0,333.0,38.55,2299.0,52.59,2562.0,58.61,46.0,1.05,798.0,18.26,25.0,0.57,114.0,2.61,4.0,0.08
47,Saskatchewan,Saskatchewan,2020-05-06,512,0,6.0,512,31247.0,312.0,60.94,26605.0,25,5.13,43.59,0.51,0.0,1.17,583.0,2.0,37.89,194.0,16.52,186.0,15.84,2.0,0.17,129.0,10.98,0.0,0.0,18.0,1.57,0.0,0.0
46,Manitoba,Manitoba,2020-05-06,273,11,7.0,284,27712.0,242.0,85.21,20236.0,2,0.71,20.74,0.51,0.0,2.46,510.0,4.0,12.32,35.0,2.56,27.0,1.97,1.0,0.07,11.0,0.8,1.0,0.07,2.0,0.11,0.0,0.01
35,Ontario,Ontario,2020-05-06,18722,0,1429.0,18722,353717.0,13222.0,70.62,24283.0,412,2.25,128.53,9.81,68.0,7.63,12537.0,443.0,21.74,4071.0,27.95,6477.0,44.46,770.0,5.29,2994.0,20.55,433.0,2.97,428.0,2.94,62.0,0.42
24,Quebec,Québec,2020-05-06,34327,0,2510.0,34327,250654.0,8284.0,24.13,29541.0,910,2.72,404.56,29.58,112.0,7.31,11413.0,361.0,68.56,23533.0,277.35,13362.0,157.48,1376.0,16.22,7733.0,91.14,749.0,8.83,1105.0,13.02,107.0,1.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-06,259,0,3.0,259,9295.0,244.0,94.21,17822.0,0,0.0,49.66,0.58,0.0,1.16,168.0,3.0,4.63,12.0,2.3,3.0,0.58,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-06,120,0,0.0,120,15324.0,118.0,98.33,19726.0,1,0.84,15.45,0.0,0.0,0.0,342.0,0.0,1.67,2.0,0.26,2.0,0.26,0.0,0.0,2.0,0.26,0.0,0.0,0.0,0.04,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-06,998,0,41.0,998,32869.0,661.0,66.23,33837.0,7,0.71,102.74,4.22,0.0,4.11,723.0,9.0,29.66,296.0,30.47,226.0,23.27,29.0,2.99,63.0,6.49,13.0,1.34,9.0,0.93,2.0,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-06,27,0,0.0,27,3454.0,26.0,96.3,22007.0,0,0.0,17.2,0.0,0.0,0.0,113.0,1.0,3.7,1.0,0.64,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-05-06,11,0,0.0,11,1041.0,11.0,100.0,25481.0,0,0.0,26.93,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-06,5,0,0.0,5,1723.0,5.0,100.0,38438.0,0,0.0,11.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-06,0,0,0.0,0,525.0,0.0,,13538.0,0,0.0,0.0,0.0,0.0,,33.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-06,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-06,63485,11,4232.0,63496,973634.0,28171.0,44.37,25902.0,1450,2.34,168.92,11.26,189.0,6.66,31032.0,1178.0,48.97,31093.0,82.72,23306.0,62.0,2258.0,6.01,11899.0,31.66,1236.0,3.29,1700.0,4.52,177.0,0.47
59,British Columbia,Colombie-Britannique,2020-05-07,2288,0,126.0,2288,87779.0,1512.0,66.08,17309.0,33,1.46,45.12,2.48,2.0,5.51,1967.0,18.0,28.41,650.0,12.82,464.0,9.15,32.0,0.63,176.0,3.47,15.0,0.3,25.0,0.5,2.0,0.04
48,Alberta,Alberta,2020-05-07,6017,0,114.0,6017,163510.0,3809.0,63.3,37405.0,54,0.91,137.65,2.61,2.0,1.89,3325.0,257.0,34.8,2094.0,47.9,2297.0,52.55,47.0,1.08,662.0,15.14,25.0,0.57,95.0,2.16,4.0,0.08
47,Saskatchewan,Saskatchewan,2020-05-07,531,0,6.0,531,31926.0,329.0,61.96,27184.0,19,3.71,45.21,0.51,0.0,1.13,679.0,17.0,36.91,196.0,16.69,200.0,17.03,2.0,0.17,142.0,12.09,0.0,0.0,20.0,1.73,0.0,0.0
46,Manitoba,Manitoba,2020-05-07,272,11,7.0,283,28232.0,243.0,85.87,20615.0,-1,-0.35,20.67,0.51,0.0,2.47,520.0,1.0,11.66,33.0,2.41,21.0,1.53,1.0,0.07,8.0,0.58,1.0,0.07,1.0,0.08,0.0,0.01
35,Ontario,Ontario,2020-05-07,19121,0,1477.0,19121,368400.0,13569.0,70.96,25291.0,399,2.13,131.27,10.14,48.0,7.72,14683.0,347.0,21.31,4075.0,27.98,6242.0,42.85,764.0,5.24,2934.0,20.14,395.0,2.71,419.0,2.88,56.0,0.39
24,Quebec,Québec,2020-05-07,35238,0,2631.0,35238,259794.0,8673.0,24.61,30618.0,911,2.65,415.3,31.01,121.0,7.47,9140.0,389.0,67.92,23934.0,282.08,13400.0,157.93,1388.0,16.36,7700.0,90.75,772.0,9.1,1100.0,12.96,110.0,1.3
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-07,261,0,3.0,261,9451.0,244.0,93.49,18121.0,2,0.77,50.04,0.58,0.0,1.15,156.0,0.0,5.36,14.0,2.68,5.0,0.96,0.0,0.0,3.0,0.58,0.0,0.0,0.0,0.08,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-07,120,0,0.0,120,15700.0,118.0,98.33,20210.0,0,0.0,15.45,0.0,0.0,0.0,376.0,0.0,1.67,2.0,0.26,2.0,0.26,0.0,0.0,2.0,0.26,0.0,0.0,0.0,0.04,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-07,1007,0,44.0,1007,33541.0,708.0,70.31,34529.0,9,0.9,103.67,4.53,3.0,4.37,672.0,47.0,25.32,255.0,26.25,180.0,18.53,28.0,2.88,60.0,6.18,16.0,1.65,9.0,0.88,2.0,0.24
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-07,27,0,0.0,27,3550.0,26.0,96.3,22619.0,0,0.0,17.2,0.0,0.0,0.0,96.0,0.0,3.7,1.0,0.64,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-05-07,11,0,0.0,11,1065.0,11.0,100.0,26068.0,0,0.0,26.93,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-07,5,0,0.0,5,1740.0,5.0,100.0,38817.0,0,0.0,11.15,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-07,0,0,0.0,0,530.0,0.0,,13667.0,0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-07,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-07,64911,11,4408.0,64922,1005294.0,29247.0,45.05,26744.0,1426,2.25,172.71,11.73,176.0,6.79,31660.0,1076.0,48.16,31267.0,83.18,22812.0,60.69,2262.0,6.02,11686.0,31.09,1224.0,3.26,1669.0,4.44,175.0,0.47
59,British Columbia,Colombie-Britannique,2020-05-08,2315,0,127.0,2315,89764.0,1579.0,68.21,17700.0,27,1.18,45.65,2.5,1.0,5.49,1985.0,67.0,26.31,609.0,12.01,462.0,9.11,29.0,0.57,170.0,3.35,15.0,0.3,24.0,0.48,2.0,0.04
48,Alberta,Alberta,2020-05-08,6098,0,115.0,6098,166327.0,4020.0,65.92,38050.0,81,1.35,139.5,2.63,1.0,1.89,2817.0,211.0,32.19,1963.0,44.91,2081.0,47.61,43.0,0.98,525.0,12.01,23.0,0.53,75.0,1.72,3.0,0.08
47,Saskatchewan,Saskatchewan,2020-05-08,544,0,6.0,544,32620.0,335.0,61.58,27774.0,13,2.45,46.32,0.51,0.0,1.1,694.0,6.0,37.32,203.0,17.28,203.0,17.28,2.0,0.17,129.0,10.98,0.0,0.0,18.0,1.57,0.0,0.0
46,Manitoba,Manitoba,2020-05-08,273,11,7.0,284,28742.0,247.0,86.97,20988.0,1,0.35,20.74,0.51,0.0,2.46,510.0,4.0,10.56,30.0,2.19,21.0,1.53,1.0,0.07,5.0,0.37,1.0,0.07,1.0,0.05,0.0,0.01
35,Ontario,Ontario,2020-05-08,19598,0,1540.0,19598,384162.0,13990.0,71.38,26373.0,477,2.49,134.54,10.57,63.0,7.86,15762.0,421.0,20.76,4068.0,27.93,6079.0,41.73,777.0,5.33,2990.0,20.53,419.0,2.88,427.0,2.93,60.0,0.41
24,Quebec,Québec,2020-05-08,36150,0,2725.0,36150,266444.0,8928.0,24.7,31402.0,912,2.59,426.05,32.12,94.0,7.54,6650.0,255.0,67.76,24497.0,288.71,13534.0,159.51,1385.0,16.32,7502.0,88.42,703.0,8.29,1072.0,12.63,100.0,1.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-08,261,0,3.0,261,9571.0,244.0,93.49,18351.0,0,0.0,50.04,0.58,0.0,1.15,120.0,0.0,5.36,14.0,2.68,5.0,0.96,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.05,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,2020-05-08,120,0,0.0,120,16068.0,118.0,98.33,20684.0,0,0.0,15.45,0.0,0.0,0.0,368.0,0.0,1.67,2.0,0.26,2.0,0.26,0.0,0.0,2.0,0.26,0.0,0.0,0.0,0.04,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,2020-05-08,1008,0,46.0,1008,34081.0,722.0,71.63,35085.0,1,0.1,103.77,4.74,2.0,4.56,540.0,14.0,23.81,240.0,24.71,158.0,16.27,30.0,3.09,49.0,5.04,17.0,1.75,7.0,0.72,2.0,0.25
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-08,27,0,0.0,27,3667.0,27.0,100.0,23365.0,0,0.0,17.2,0.0,0.0,0.0,117.0,1.0,0.0,0.0,0.0,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,2020-05-08,11,0,0.0,11,1065.0,11.0,100.0,26068.0,0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-08,5,0,0.0,5,1768.0,5.0,100.0,39441.0,0,0.0,11.15,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,2020-05-08,0,0,0.0,0,550.0,0.0,,14183.0,0,0.0,0.0,0.0,0.0,,20.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-08,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1,Canada,Canada,2020-05-08,66423,11,4569.0,66434,1034905.0,30226.0,45.5,27532.0,1512,2.33,176.74,12.16,161.0,6.88,29611.0,979.0,47.62,31639.0,84.17,22546.0,59.98,2267.0,6.03,11373.0,30.26,1178.0,3.13,1625.0,4.32,168.0,0.45
59,British Columbia,Colombie-Britannique,2020-05-09,2330,0,129.0,2330,91668.0,1659.0,71.2,18076.0,15,0.65,45.94,2.54,2.0,5.54,1904.0,80.0,23.26,542.0,10.69,382.0,7.53,29.0,0.57,159.0,3.14,15.0,0.3,23.0,0.45,2.0,0.04
48,Alberta,Alberta,2020-05-09,6157,0,116.0,6157,169415.0,4204.0,68.28,38756.0,59,0.97,140.85,2.65,1.0,1.88,3088.0,184.0,29.84,1837.0,42.02,1924.0,44.01,43.0,0.98,487.0,11.14,22.0,0.5,70.0,1.59,3.0,0.07
47,Saskatchewan,Saskatchewan,2020-05-09,553,0,6.0,553,33453.0,340.0,61.48,28484.0,9,1.65,47.09,0.51,0.0,1.08,833.0,5.0,37.43,207.0,17.63,204.0,17.37,2.0,0.17,132.0,11.24,0.0,0.0,19.0,1.61,0.0,0.0
46,Manitoba,Manitoba,2020-05-09,273,11,7.0,284,29438.0,247.0,86.97,21496.0,0,0.0,20.74,0.51,0.0,2.46,696.0,0.0,10.56,30.0,2.19,17.0,1.24,1.0,0.07,4.0,0.29,1.0,0.07,1.0,0.04,0.0,0.01
